Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"VALIANTLAB","Valiant Laboratories Limited","Company makes paracetamol API, the pain-and-fever powder inside tablets. Sells the powder to drug makers in India and abroad. Runs one plant in Gujarat.","Paracetamol API, near 100% of revenue (FY25); minor finished dosage/other (data not found)","Raw materials (para-aminophenol, phenol) dominant, ~60-70% (data not found precisely); low employee base; nearly debt-free so minimal finance cost","Global paracetamol API market low single-digit USD billion (industry estimate)","Paracetamol API price cycle; raw material costs linked to crude; plant utilisation and receivable collection (197 debtor days FY25)"
"AKUMS","Akums Drugs and Pharmaceuticals Limited","Company makes medicines for other pharma brands as India's largest contract drug manufacturer by volume. Produces tablets, capsules, injections and gummies at large plants. Charges brands for manufacturing.","Contract manufacturing of formulations, bulk of revenue (FY25); trade generics/other minor (~Rs 4120-4170 cr consolidated revenue FY25)","Raw materials (APIs, excipients) major head; employee costs significant; working-capital heavy (101 inventory days, 59 debtor days FY25)","Indian pharma contract manufacturing market ~USD 15-20 billion, high single/low double digit CAGR (industry estimate)","Contract volumes and pricing with top customers (top ~10% of customers = ~47% of revenue FY25); plant utilisation; API/raw material costs"
"ESAFSFB","ESAF Small Finance Bank Limited","Bank lends small amounts to rural and low-income customers. Microfinance loans formed the historic core and gold loans now grow fast. Funds itself with deposits.","Microfinance lending (historic core, FY25); gold loans (fast growing, +106% YoY); other retail/corporate loans and deposits; fee income minor","Provisions and credit costs (the FY25 loss driver); interest paid on deposits; branch and employee overheads","Indian MFI portfolio ~Rs 4-5 lakh crore and gold loan market ~Rs 6+ lakh crore (FY25 industry estimates)","Credit costs on microfinance book; NIM on gold+microfinance mix; deposit cost and overhead ratio"
"QPOWER","Quality Power Electrical Equipments Limited","Company makes high-voltage electrical gear - busbars, transformers, switchgear - that connects power plants, data centres and grids. Sells mostly to clients across ~80 countries. Listed February 2025.","Busducts/busbar systems, transformers, switchgear and grid-connection equipment; FY25 consolidated revenue ~Rs 311-337 cr with ~Rs 100 cr PAT; FY26 crossed ~Rs 1007 cr consolidated","Raw materials (copper, aluminium, steel) dominant; employee and engineering costs; almost debt-free (FY25)","Global busbar/energy-transition equipment market multi-billion USD annually (DRHP-based estimate)","Data-centre and grid capex orders in export markets; busbar mix and margin expansion (OPM 18% to 26% FY24-FY25 standalone); new capacity execution from IPO funds"
"ROSSTECH","Rossell Techsys Limited","Company builds wire harnesses and electrical parts for military and commercial aircraft. Sells engineering-and-manufacturing services to Boeing, Lockheed Martin and Bell. Listed after demerger in 2024.","Aerospace & defence engineering (wire harnesses, sheet metal, assembly) dominant (FY25 ~Rs 259 cr standalone); space systems new (~Rs 400 cr contract FY26); semiconductor entry nascent","Raw materials (wires, connectors, metals) major; employee costs significant; moderate finance costs","Indian aerospace & defence manufacturing projected to grow several-fold over the decade (Make-in-India estimates)","Wire-harness volumes for global OEMs; new space vertical; operating leverage on Bengaluru facility"
"SHREEJISPG","Shreeji Shipping Global Limited","Company ships dry bulk cargo such as coal, grain and fertilizers by sea for clients at India and Sri Lanka ports. Focuses on non-major ports on India's west coast. Listed August 2025.","Dry bulk shipping freight, bulk of revenue (FY25 standalone Rs 584 cr); port-side logistics services minor","Vessel operating costs (bunker fuel, crew, maintenance) dominant; charter hire; port and jetty costs","Indian dry bulk coastal/short-sea shipping at west-coast ports, multi-million tonne annual trade (DRHP-based)","Freight/charter rates (biggest swing); vessel utilisation and fleet size; fuel and port costs"
"STALLION","Stallion India Fluorochemicals Limited","Company blends, fills and processes refrigerant and industrial gases for air-conditioners and factories. Buys gas in bulk, blends it, and sells in cylinders. Also serves fire-protection, pharma and electronics buyers. Listed January 2025.","Refrigerant gases (core, FY25 total Rs 377 cr); specialty gases for fire protection, medical, electronics growing; FY26 ~Rs 434 cr total","Purchase of imported bulk gases dominant; blending/filling power and logistics costs; low employee intensity","Indian fluorochemicals/specialty gases market USD 675-725 million by 2029, 16-18% CAGR from 2024 (Value Research)","Refrigerant volumes on HVAC/AC demand; purchase-vs-sale gas spread; new high-margin specialty gas lines"
"UNIMECH","Unimech Aerospace and Manufacturing Limited","Company makes precision tooling and components that aircraft makers and repair shops need to build and service planes. Sells to Airbus, Boeing, GE, Rolls-Royce and Dassault across 2500+ SKUs. Listed December 2024.","Aero tooling and precision components for OEM/MRO, dominant (FY25 consolidated ~Rs 241-260 cr, PAT ~Rs 77 cr); GSE and mechanical assemblies; defence/power/semiconductor nascent","Raw materials (speciality metals) major; skilled employee costs high; almost debt-free","Global aerospace tooling/MRO precision parts multi-billion USD annually; India MRO ~USD 4-6 billion by 2030 (industry estimates)","Aero tooling/components for global OEMs and MRO; new defence/semiconductor verticals; operating leverage from Bengaluru expansion"
"DIVGIITTS","Divgi TorqTransfer Systems Limited","Company makes transmission parts for vehicles - torque converters, transfer cases for 4WD SUVs and EV transmission units. Also assembles turbochargers with BorgWarner. Sells to Tata Motors and Mahindra. Listed March 2023.","Torque converters and transfer cases (core, FY25 Rs 219 cr standalone); turbochargers/EGR with BorgWarner growing; EV transmissions nascent","Raw materials (aluminium, steel) major; employee costs moderate; nearly debt-free","Indian auto components industry ~USD 70-80 billion FY24 (ACMA estimate)","Transfer-case/torque-converter volumes for Tata/Mahindra SUVs; BorgWarner turbocharger ramp; EV transmission orders"
"RISHABH","Rishabh Instruments Limited","Company makes test-and-measuring instruments - analog panel meters, multimeters, transmitters - plus industrial control products and aluminium die-cast parts. Sells ~two-thirds overseas through plants in India and Poland. Listed August 2023.","Test & measuring instruments and industrial control products, core (FY23 consolidated ~Rs 570 cr); aluminium HPDC (Lumel) significant; ~66% exports","Raw materials (metals, electronics) major; employee costs at India+Poland plants; almost debt-free","Global test & measurement instruments market ~USD 25-30 billion (mid-2020s industry estimate)","Test/measurement and control product sales (export-led); HPDC segment demand in Europe; INR-EUR/USD currency moves on ~66% overseas revenue"
