Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"ECOSMOBLTY","Ecos (India) Mobility & Hospitality Ltd","Company runs chauffeur-driven car rentals and employee transportation for corporates across 131 Indian cities and 30+ countries. Keeps an asset-light model with 20,000+ vehicles, 90%+ vendor-owned. Serves 1,750+ organizations including 70+ Fortune 500 clients.","Employee transportation and chauffeur-driven rentals (mix % data not found); TTM revenue Rs 809 cr (FY26 TTM); FY24 revenue Rs 568 cr; O&M-style vendor model","Vendor vehicle costs (primary expense head); employees; depreciation Rs 27 cr (FY26)","India corporate car rental and employee transportation market; size data not found","Corporate employee transportation contracts; chauffeur-driven rental margins; vendor-owned fleet keeps capex and depreciation low"
"GSLSU","Global Surfaces Ltd","Company mines, processes and exports natural stones like granite and marble, and makes engineered quartz slabs and countertops. Sells mostly to export markets for kitchens and flooring.","Engineered quartz and natural stone slabs (segment mix % data not found); FY26 revenue Rs 74.8 cr, down 46% YoY; PAT Rs 7.6 cr (FY26)","Operating costs exceed sales (OPM -17% FY26); mining and processing costs; data not found on detailed heads","Global natural stone and engineered quartz surfaces market; size data not found","Export volumes and prices of engineered quartz; raw material and mining costs; other income Rs 36.8 cr (FY26) props up PAT"
"AASTHA","Aastha Spintex Ltd","Company spins 100% cotton yarn and gins cotton bales at an integrated Gujarat facility. Sells B2B to textile manufacturers and yarn exporters.","Cotton yarn (dominant) and cotton bales plus yarn sizing (mix % data not found); FY26 revenue Rs 443 cr vs Rs 351 cr FY25","Raw material (cotton) dominant; interest Rs 12 cr (2.7% of sales, FY26); depreciation Rs 8 cr; employees data not found","Indian cotton spun yarn industry; size data not found","Cotton yarn volumes and spreads; raw cotton cost movements; interest cost on Rs 107 cr borrowings"
"AEQUS","Aequs Ltd","Company machines high-precision aerospace components and assemblies for global OEMs and Tier-1 suppliers from a single-SEZ integrated ecosystem covering forging, machining, surface treatment and assembly. Also runs consumer goods and precision machining verticals. IPO Dec 2025.","Aerospace & defence (core, 4,500+ products) plus consumer goods/plastics verticals (mix % data not found); FY25 revenue Rs 959 cr; H1 FY26 revenue Rs 566 cr, PAT Rs 17 cr","FY25 total expenses Rs 851 cr; EBITDA margin 11.7% (FY25); interest Rs 9 cr and depreciation Rs 9 cr (standalone FY26); employee cost data not found","Global aerospace precision components market and India defence manufacturing push; size data not found","Aerospace & defence order flow; interest and depreciation load cut by IPO debt repayment; consumer goods vertical margins"
"AEROPLANE","Amir Chand Jagdish Kumar (Exports) Ltd","Company processes and exports basmati and other rice plus FMCG staples like aata, maida, sooji and salt under brands including Aeroplane. Runs the full chain from procurement and storage to packaging and distribution across 37+ countries.","Rice (dominant: basmati, kolam, sona masuri, idli, ponni) and FMCG staples (mix % data not found); FY26 revenue Rs 2,030 cr vs Rs 1,709 cr FY25","Raw material (paddy) dominant at 8-9% OPM; interest Rs 86 cr (FY26); employees data not found","India basmati exports roughly USD 5-6 bn a year in recent crop years (approximate trade figures)","Basmati export volumes and price spreads; paddy procurement cost and inventory gains; interest burden on Rs 758 cr working-capital borrowings"
"ALPINETEX","Alpine Texworld Ltd","Company dyes and processes fabrics and trades grey fabric and yarn, plus yarn sizing services for weavers. Operates in the textile processing segment.","Dyeing/processing job work and grey fabric/yarn trading (mix % data not found); FY26 revenue Rs 240 cr vs Rs 177 cr FY25","Total expenses Rs 203 cr (FY26); interest Rs 12 cr; depreciation Rs 10 cr; chemicals and power data not found","Indian textile processing and dyeing industry; size data not found","Dyeing job-work volumes and utilization; grey fabric/yarn trading spreads; interest and depreciation on processing capacity"
"AMAGI","Amagi Media Labs Ltd","Company runs a cloud-based SaaS platform for TV and streaming covering live production, content preparation, global distribution and advertising monetization for content providers, distributors and advertisers.","SaaS platform subscription and monetization revenue incl. Streaming Unification Revenue Share (mix % data not found); FY26 revenue Rs 949 cr vs Rs 667 cr FY25","Streaming revenue-share costs (largest head); other operating costs; depreciation Rs 15 cr; interest Rs 3 cr","Global cloud playout, channel distribution and TV/streaming ad-tech market; size data not found","SaaS revenue scale and operating leverage; streaming revenue-share costs; other income Rs 73.9 cr cushioning near-zero OPM"
"AMIRCHAND","Amir Chand Jagdish Kumar (Exports) Ltd","Company processes and exports basmati and other rice plus FMCG staples under the Aeroplane and other brands, serving 37+ countries with 100 trademarks. Runs procurement, storage, processing, packaging and distribution. NSE SME listing Mar 2026; same company as screener slug AEROPLANE.","Rice segment (basmati, kolam, sona masuri, idli, ponni) dominant plus FMCG staples (mix % data not found); FY26 revenue Rs 2,030 cr vs Rs 1,709 cr FY25; RHP FY25 revenue Rs 2,004 cr, PAT Rs 60.8 cr","Raw material (paddy) dominant at 8-9% OPM; interest Rs 86 cr (FY26); employees data not found","India basmati exports roughly USD 5-6 bn a year in recent crop years (approximate trade figures)","Basmati export volumes and realization spreads; paddy procurement cost and inventory positions; interest expense on working-capital debt"
"ARDEE","Ardee Industries Ltd","Company recycles end-of-life lead-acid batteries and non-ferrous scrap into high-purity refined lead and custom lead alloys for energy storage, automotive, telecom and industrial buyers.","Refined lead and lead alloys (mix % data not found); FY26 revenue Rs 1,168 cr vs Rs 743 cr FY25","Scrap battery input cost (dominant, implied by 13% OPM FY26); interest on Rs 184 cr borrowings; detailed heads data not found","Global recycled lead / battery recycling market; size data not found","Spread between scrap battery cost and refined lead prices; recycling volumes and utilization; LME lead price cycle"
"AYE","Aye Finance Ltd","Delhi NBFC lending small-ticket business loans (average about Rs 1.8 lakh) to micro-scale MSMEs for working capital and expansion. Branch-heavy origination model. Listed 2025.","Interest income on MSME loans (dominant) plus other income Rs 48 cr (TTM); FY26 revenue Rs 1,815 cr vs Rs 1,460 cr FY25","Interest cost Rs 539 cr (FY26, largest head); operating expenses Rs 1,051 cr; credit provisions data not found","Indian micro & small enterprise credit gap, running into lakhs of crores (exact figure data not found)","Net interest margin over Rs 539 cr borrowing cost; asset quality / provisions on micro-MSME book; operating cost ratio"
