Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"EMCURE","Emcure Pharmaceuticals Ltd","Company makes medicines - tablets, injections, capsules - for gynaecology, cardiology, oncology, respiratory and HIV. Sells own brands in India and exports generics to 70+ countries. Also makes drugs for other pharma firms on contract.","India branded ~55-60% (FY26 est.); Europe + rest-of-world generics next; US smaller but growing; contract manufacturing adds balance; exact split data not found","Raw materials largest head, % data not found; finance cost ~1.5% of sales (FY25); employee % data not found","India pharma market ~US$50bn+; global generics several hundred US$bn (industry estimates, mid-2020s)","India branded portfolio (gynae/cardio) high-margin core; Europe generics steady export profit; US launches + contract manufacturing growth"
"PREMIERENE","Premier Energies Ltd","Company makes solar cells and solar panels at large Indian factories. Sells to solar plant builders and exports cells (near-monopoly on India-US cell exports). Also runs EPC installation and O&M services.","Solar cells & modules dominant (FY26); technical advisory/EPC and O&M minor; exact split data not found","Operating costs/COGS ~70% of sales (FY26); depreciation Rs 391 cr; interest Rs 165 cr (FY26 TTM)","India solar market tens of GW annually under 500GW-by-2030 national target; multi-lakh-crore capex pipeline (industry estimates, mid-2020s)","Cell+module sales at higher TOPCon margins post-expansion; protected US exports vs Chinese rivals; falling poly input costs boosting FY25-FY26 margins"
"WEWORK","WeWork India Management Ltd","Company rents ready-to-use offices by desk, month or year under the WeWork brand (exclusive India licence, Embassy Group promoter). Ran 68 centres, ~1.14 lakh desks, 7.67M sq ft (Jun 2025).","Workspace memberships and managed-office contracts form nearly all revenue; exact split data not found","Depreciation Rs 967 cr; interest Rs 601 cr; other operating expenses Rs 867 cr (FY26)","India flexible workspace market tens of millions of sq ft across major cities (industry estimates, mid-2020s)","Occupancy and desk pricing across 68 centres; depreciation+interest Rs 1,568 cr combined swing factor (FY26); new centre additions and enterprise contracts"
"GLOTTIS","Glottis Ltd","Company moves goods by road, sea and air - freight forwarding, customs clearance, cargo handling, warehousing and 3PL under one roof. Serves exporters, importers and industrial clients across India.","Freight forwarding (ocean/air/road) core; customs clearance, cargo handling, warehousing, 3PL rest; exact split data not found","Transportation/freight purchase costs dominate (total expenses Rs 673 cr of Rs 723 cr revenue, FY26); interest Rs 3 cr; depreciation Rs 3 cr","India logistics market ~US$150-200bn (industry estimates, mid-2020s)","Freight volumes and rates (cycle-sensitive); margins on customs clearance/value-added services; operating leverage from asset-light model with low interest and depreciation"
"LAXMIINDIA","Laxmi India Finance Ltd","Company lends money to individuals, small businesses and institutions - a non-deposit-taking NBFC focused on MSME borrowers, mainly in Rajasthan. Earns the spread between lending rates and borrowing costs.","Interest income on MSME and other loans nearly all revenue (FY25/FY26); fee income minor; product split data not found","Borrowing cost largest head, exact % data not found; loan provisions and employee cost follow; figures data not found","India MSME credit gap estimated in tens of lakh crore rupees (industry estimates, mid-2020s)","Loan book growth (revenue +29% FY26); net interest margin (lending yields ~17-29% quarterly per screener); credit costs/NPAs - GNPA 2.40% (Jun 2026) main swing factor"
"LOTUSDEV","Sri Lotus Developers & Realty Ltd","Company builds and redevelops homes and commercial properties in Mumbai's western suburbs, focused on luxury and ultra-luxury. Works asset-light by redeveloping existing buildings rather than buying land.","Sale of residential (redevelopment, luxury/ultra-luxury) and commercial units in Mumbai western suburbs; project-wise recognition; segment split data not found","Construction/materials and operating expenses Rs 488 cr total (FY26, ~63% of revenue); interest Rs 2 cr; depreciation Rs 2 cr","Mumbai redevelopment pipeline runs into thousands of ageing societies; lakhs of units await rebuild (industry estimates, mid-2020s)","Luxury/redevelopment margins (~32% net margin FY26); pace of project completions booked as revenue; near-zero interest cost funnelling operating profit to bottom line"
"THELEELA","Leela Palaces Hotels & Resorts Ltd","Company runs luxury hotels across India under The Leela brand - owns 14 hotels (FY26) and also manages hotels for other owners. Guests pay for rooms, food and banquets at the top end of Indian hospitality.","Owned-hotel operations (rooms, F&B, banquets) core; management/franchise fees from asset-light contracts balance; exact split data not found","Hotel operating costs (staff, utilities, consumables) bulk of Rs 787 cr total expenses (FY26); heavy depreciation on owned hotels; exact split data not found","Indian luxury hotel sector riding record tourism and rising room rates; precise premium-segment TAM data not found","Room rates and occupancy at owned luxury hotels (FY25-FY26 boom); interest cost halving (Rs 459 cr FY25 to Rs 204 cr FY26) post-IPO deleveraging; high-margin banquets/F&B plus new management-fee income"
"PATELRMART","Patel Retail Ltd","Company runs Patel's R Mart supermarkets - 43 value-focused grocery stores (May 2025) selling food, FMCG, general merchandise and apparel in tier-III towns of Thane and Raigad, Maharashtra. Shoppers get low prices close to home.","Grocery/food sales dominate; FMCG, general merchandise, apparel follow; exact split data not found","Cost of goods ~90%+ of revenue (typical, exact % data not found); store rent, staff, power rest; figures data not found","India organised grocery retail lakhs of crore rupees annually; tier-II/III under-penetrated (industry estimates, mid-2020s)","Same-store sales and maturing new stores (profit +60% TTM on +42% sales); purchase-cost negotiation on grocery/FMCG inventory; store additions in Thane/Raigad adding fixed-cost leverage"
"BELRISE","Belrise Industries Ltd","Company makes vehicle parts - sheet metal and casting components, polymer parts, suspension and mirror systems - for two-wheelers, cars and farm equipment. Supplies safety-critical parts in bulk to major automakers (Bajaj Auto a key customer per IPO coverage).","Sheet metal and casting parts largest line; polymer components, suspension, mirror systems follow (FY25/FY26); two-wheeler end-market dominates; exact % split data not found","Materials and other operating expenses ~Rs 7,762 cr (~82% of sales, FY26); depreciation Rs 361 cr; interest Rs 232 cr","India auto components industry ~US$70-80bn (ACMA estimates, mid-2020s); two-wheeler volumes among world's largest","Two-wheeler production volumes at anchor customers; raw material (steel/polymer) cost pass-through swings margins; interest savings after borrowings halved to Rs 1,521 cr (Mar 2026)"
"SAMBHV","Sambhv Steel Tubes Ltd","Company makes steel pipes and tubes by electric resistance welding - black, galvanised, pre-galvanised tubes and hollow sections - plus galvanised and cold-rolled coils. Sells to construction, infrastructure and OEM buyers.","ERW pipes and tubes (black, GI, pre-galvanised, CRFH) dominant; GP/CR coils and stainless products rest (FY25/FY26); exact % split data not found","Raw material (steel coils) dominates - total expenses Rs 2,137 cr of Rs 2,413 cr revenue (FY26, ~89%); interest and depreciation modest, split data not found","India steel tube/pipe consumption tens of lakh tonnes annually (construction, water infra, solar structures; industry estimates mid-2020s)","Spread between HR coil input cost and finished pipe prices (FY25 squeeze, FY26 relief); volume growth from integrated capacity (revenue +60% FY26); mix shift to value-added GP/CRFH tubes"
