Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"CRAMC","Canara Robeco Asset Management Company Ltd","The company runs mutual funds and sells investment advice. It earns a fee on every rupee customers park in its schemes. Canara Bank owns 51% and Robeco (Netherlands) owns 49%, making it India's 2nd-oldest AMC (1993).","Mutual fund management fees - dominant (FY25); investment advisory fees (FY25); equity vs debt scheme split: data not found","Employee and fund operating costs: data not found; asset-light model with OPM 65% (FY25)","India mutual fund AUM ~Rs 70 lakh crore (2025, AMFI); SIP flows ~Rs 27,000 crore/month (2025)","Management fees on AUM growth; SIP/retail inflows via Canara Bank network; operating leverage on fixed cost base"
"NTPCGREEN","NTPC Green Energy Ltd","The company builds and runs solar and wind power plants across India. It sells electricity under long-term contracts, mostly to government-linked buyers. Parent NTPC owns it; largest renewable PSU in India excluding hydro (Sep 2024).","Solar power sales under PPAs - majority of capacity (FY25); wind power sales under PPAs (FY25); split %: data not found","Interest Rs 694 crore (FY24) rising to ~Rs 898 crore (FY26E); depreciation Rs 643 crore (FY24) rising to ~Rs 1,102 crore (FY26E)","India targets ~500 GW non-fossil capacity by 2030; NTPC group targets ~60 GW renewables by 2032","New capacity commissioning adds contracted revenue; depreciation and interest burden from capex; PPA tariffs and curtailment risk on solar"
"HYUNDAI","Hyundai Motor India Ltd","The company makes and sells cars in India - 13 models across hatchbacks, sedans, SUVs and EVs, plus parts and service. Korea's Hyundai Motor Group owns it; India's 2nd-largest vehicle exporter (Apr 2021-Jun 2024).","SUVs - dominant share of volumes (FY25); hatchbacks/entry cars (FY25); exports, spares and service (FY25); mix %: data not found","Raw materials/components - dominant cost, %: data not found; total expenses ~Rs 62,760 crore TTM; borrowings only ~Rs 1,098 crore","India passenger vehicle market ~4.3 million units/year (FY24-FY25, SIAM); SUVs over half of domestic sales","SUV mix and pricing; commodity and freight costs vs 12-13% OPM; volume leverage across plants"
"ARSSBL","Anand Rathi Share & Stock Brokers Ltd","The company runs a full-service stock brokerage. It earns broking commissions, lends money to clients for trading, and distributes mutual funds and investment products to retail, HNI and institutional clients.","Broking and margin trading facilities - core (FY25); distribution of investment products (FY25); split %: data not found","Interest/financing cost on margin book Rs 147 crore (FY25); depreciation Rs 25 crore (FY25); employee costs: data not found","India ~19 crore demat accounts (FY25, CDSL/NSDL); broking revenue pool in tens of thousands of crore rupees annually","Cash/F&O broking volumes; margin-trading interest spread; distribution income from mutual funds"
"JUNIPER","Juniper Hotels Ltd","The company owns and runs luxury hotels - seven properties with 1,836 keys including 245 serviced apartments - across Indian cities, all under the Hyatt brand. Largest owner of Hyatt-affiliated hotels in India.","Room revenue from luxury hotels - majority (FY25); food & beverage/banquets (FY25); serviced apartments and other income (FY25); split %: data not found","Interest Rs 88 crore (FY26); depreciation Rs 91 crore (FY26); total expenses Rs 528 crore (FY26); staff/energy: data not found","Indian hotel industry revenue in tens of billions of US$ (IBEF 2024); premium supply lags demand in key cities","Occupancy and room-rate gains across Hyatt portfolio; banquets/F&B weddings business; operating leverage over fixed interest and depreciation"
"VRAJ","Vraj Iron & Steel Ltd","The company makes sponge iron, steel billets and TMT bars under the 'Vraj' brand at plants in Chhattisgarh, selling mainly to construction buyers. Gopal Sponge and Power holds a controlling stake.","TMT bars - main construction product (FY25); sponge iron and MS billets, partly captive (FY25); split %: data not found","Raw materials iron ore and coal dominate, %: data not found; total expenses Rs 412 crore (FY25); depreciation Rs 8 crore; interest Rs 2-3 crore (FY25)","India steel consumption ~145-150 million tonnes (FY24-FY25, worldsteel)","TMT price vs iron ore/coal spread; volume growth from Raipur expansion (TTM sales +29%); captive power integration margin"
"BAJAJHFL","Bajaj Housing Finance Ltd","The company lends money for homes - mortgages, loans against property, developer finance and lease-rental loans. Bajaj Finance owns it fully; 2nd-largest HFC in India with AUM Rs 1,33,412 crore (Dec 2025).","Home mortgages and commercial-property loans - core (FY25); LAP and lease-rental discounting (FY25); developer finance (FY25); split %: data not found","Interest on borrowings - dominant cost on Rs 82,072 crore book (FY25); opex Rs 759 crore (FY25); provisions: data not found","India housing credit ~Rs 33-35 lakh crore outstanding (FY24-FY25, RBI/NHB); mortgage penetration ~11-12% of GDP","Loan book growth ~25-30% at stable spreads; cost of funds vs lending yield; credit costs/NPA performance"
"SCODATUBES","Scoda Tubes Ltd","The company makes stainless-steel seamless and welded pipes and tubes at Mehsana, Gujarat, serving oil and gas, chemicals, fertilizers, power, pharma, automotive and railways. Listed via IPO in 2025.","SS seamless pipes and instrumentation tubes - main source (FY26); SS seamless tubes and U-tubes (FY26); SS welded tubes/U-tubes - expansion in progress (FY26); split %: data not found","Stainless steel/nickel raw materials - dominant, %: data not found; interest Rs 26 crore (FY26 TTM); total expenses Rs 468 crore TTM","India SS tube/pipe market in low tens of thousands of crore rupees annually (industry estimates, early 2020s)","Nickel/SS raw-material price spread; seamless volumes to oil/gas/pharma/chemicals; new welded-tube capacity scale-up"
"MVGJL","Manoj Vaibhav Gems 'N' Jewellers Ltd","The company sells jewellery through its own 'Vaibhav Jewellers' retail chain across Andhra Pradesh and Telangana, focused on affordable daily-wear and wedding gold jewellery. Listed via IPO in 2023.","Gold jewellery - dominant share (FY25); studded/diamond jewellery and silver - smaller (FY25); split %: data not found","Cost of gold/raw materials ~80%+ of sales, exact %: data not found; interest Rs 41 crore (FY25); total expenses Rs 2,217 crore (FY25)","India jewellery market ~US$ 80-100 billion annually (FY24-FY25, IBEF/industry)","Gold price and volume; new showroom additions in AP/Telangana; studded-jewellery mix lift"
"PACEDIGITK","Pace Digitek Ltd","The company builds and installs equipment that keeps telecom towers and solar plants running - DC power systems, lithium batteries, monitoring systems and inverters - with turnkey installation and commissioning. NSE SME IPO in 2025.","Telecom infrastructure - DC power systems and turnkey installation, dominant (FY24-FY25); lithium batteries and energy storage (FY25); solar inverters (FY25); split %: data not found","Raw materials - electronics and lithium cells - dominant, %: data not found; expenses Rs 1,876 crore (FY25) vs Rs 1,995 crore (FY24)","India telecom capex ~US$ 10-12 billion annually during 5G rollout (FY23-FY25, industry estimates); storage and inverter markets growing 20%+","Large telecom-infrastructure order wins; lithium cell and power-electronics input costs; receivables/working capital from PSU-style customers"
