Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"AHCL","Anlon Healthcare Ltd","Company makes pharma intermediates and APIs in Gujarat. Sells to drug makers in India and abroad. Also builds custom molecules for two global innovator companies under CDMO contracts.","Pharma intermediates and APIs, majority of sales (FY26 sales Rs 172 crore); CDMO/custom synthesis small, commercial supplies targeted from Q3 FY27","Data not found on exact heads; interest Rs 4 crore and depreciation Rs 2 crore (FY26); heavy working capital - debtor days 220, inventory days 393","Data not found","API/intermediate sales growth (FY26 sales +43%); CDMO ramp pending; negative operating cash flow Rs -59 crore (FY26) dragged"
"GALAPREC","Gala Precision Engineering Ltd","Company makes precision springs and high-tensile fasteners (750+ SKUs). Sells to auto, EV, railway and industrial customers in India and overseas.","Technical springs (disc/strip/coil/spiral) and high-tensile fasteners (SFS+DSS+CSS); segment split data not found; FY26 sales Rs 314 crore","Data not found on exact heads; interest Rs 3 crore, depreciation Rs 11 crore (FY26)","Data not found","Spring and fastener volumes (FY26 sales +32%); operating leverage (FY26 PAT Rs 35 crore vs Rs 27 crore FY25); Q4 FY26 record profit Rs 12.2 crore"
"AFIL","Akme Fintrade (India) Ltd","Company lends money for trucks and small businesses in rural and semi-urban north India. Banks often skip these customers, so they pay Akme higher interest.","Vehicle financing (largest) and MSME/LAP loans; FY26 revenue Rs 159 crore (standalone)","Interest expense Rs 63 crore = ~40% of FY26 revenue; credit costs and opex balance","Data not found","Vehicle loan book recovery; SME/LAP loans driving FY26 revenue jump; interest cost biggest drag"
"CONCORDBIO","Concord Biotech Ltd","Company uses fermentation tanks to make active drug ingredients, leading globally in transplant (immunosuppressant) APIs. Sells to pharma companies worldwide plus own formulations.","Immunosuppressant APIs (largest); oncology/anti-infective APIs; formulations; FY26 sales Rs 1,055 crore, segment split data not found","Data not found on heads; depreciation Rs 74 crore, other expenses bulk (FY26); debtor days 159, inventory 485","Data not found","Immunosuppressant API franchise (main profit pool); formulations growth; FY26 margin fall (OPM 42% to 35%) drove profit drop"
"YATHARTH","Yatharth Hospital & Trauma Care Services Ltd","Company runs 9 hospitals with 2,800+ beds around Delhi-NCR and Uttar Pradesh. Patients pay for surgeries, trauma care and specialty treatment.","In-patient/tertiary care at NCR hospitals (core); FY26 revenue Rs 1,334 crore; 80% of beds in metro cities","Doctors/staff and hospital opex (data not found on split); depreciation Rs 101 crore and interest Rs 13 crore (FY26)","Data not found","NCR hospital volumes and ARPOB; new acquisitions ramping (heavy depreciation); other income Rs 29 crore (FY26)"
"ARIS","Arisinfra Solutions Ltd","Company buys cement, steel and other building materials in bulk and delivers to builders and contractors. Its app-based platform removes middlemen from construction buying.","Spread on bulk construction materials to real estate/infra developers; FY26 sales Rs 1,067 crore","Material cost = bulk of sales (OPM 9% FY26); interest Rs 28 crore (FY26), down post-IPO","Data not found","Material supply volumes (FY26 sales +39%); interest cost halved post-IPO; operating leverage (OPM 0% to 9%)"
"JSWINFRA","JSW Infrastructure Ltd","Company runs ports and cargo terminals. Ships pay it to load, unload and store cargo; India's second-largest port operator by capacity.","Cargo handling and storage services (core, ~50% OPM); FY26 sales Rs 5,361 crore; plus UAE O&M terminals 41 MTPA","Port opex ~50% of sales; depreciation Rs 614 crore and interest Rs 383 crore (FY26); interest capitalization flagged","Data not found","Cargo volumes and tariffs; new capacity ramp (sales 5x since FY17); other income Rs 266 crore (FY26)"
"LENSKART","Lenskart Solutions Ltd","Company designs, makes and sells eyeglasses, sunglasses and contact lenses through own stores, app and website in India and abroad. Owning factories lets it sell specs cheaper.","Eyeglasses (largest), contact lenses, sunglasses/accessories via omnichannel; FY26 sales Rs 8,814 crore; exact split data not found","Data not found on heads; depreciation Rs 1,048 crore and interest Rs 178 crore (FY26) big drags; OPM 20%","Data not found (industry estimates ~USD 6-10 bn India eyewear, unverified)","India omnichannel sales; operating leverage (OPM 7% FY23 to 20% FY26; PAT Rs 501 crore FY26); depreciation+interest Rs 1,226 crore (FY26) limiting profit"
"ANTHEM","Anthem Biosciences Ltd","Company cooks up and manufactures drugs and specialty ingredients for global pharma firms (CRDMO). Runs both chemical and biological drug platforms like RNAi, ADCs and peptides.","CRDMO services (core) plus specialty ingredients; FY26 sales Rs 2,124 crore; segment split data not found","Data not found on heads; depreciation Rs 134 crore, interest tiny Rs 6 crore (FY26); OPM 39%","Data not found","CRDMO contracts for global pharma; specialty ingredients stream; margin expansion plus other income Rs 131 crore (FY26)"
"ELLEN","Ellenbarrie Industrial Gases Ltd","Company makes oxygen, nitrogen and other gases and delivers them by tanker and cylinder to steel plants, hospitals and factories in eastern and southern India. Largest fully Indian-owned gas maker by capacity.","Oxygen and nitrogen bulk/packaged gases (core); medical gases, argon, CO2, specialty; FY26 sales Rs 342 crore (standalone)","Data not found on heads; interest Rs 9 crore (FY26) post-IPO, depreciation Rs 21 crore; OPM 34%","Data not found","Oxygen/nitrogen sales to steel and pharma/hospitals; deleveraging and margin jump (OPM 16% FY23 to 35% FY25); other income Rs 50 crore (FY26) propping PBT"
