Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"MEESHO","Meesho Ltd","Runs an app-based shopping marketplace connecting small sellers to value-seeking buyers, mostly in smaller towns. Earns service fees on a zero-commission model. Also owns the Valmo logistics brand.","Marketplace service + advertising fees majority (FY25 mix not disclosed); logistics/Valmo fees; other income; total Rs 9388 cr FY25 vs Rs 7615 cr FY24","Operating/logistics + marketing costs dominate (total Rs 9943 cr FY25); depreciation Rs 34 cr; interest Rs 7 cr; OPM about -6% FY25","India e-commerce roughly USD 120-150 bn GMV 2024 (industry reports)","1) Advertising and seller service fees on order volume growth; 2) Valmo logistics fee income; 3) Marketing and logistics spend vs grocery and tier-2+ volume growth"
"MILKYMIST","Milky Mist Dairy Food Ltd","Processes milk and makes premium dairy products like paneer, curd and ghee. Sells packaged value-added dairy through retail across India. Focuses on higher-margin products rather than liquid milk.","Value-added dairy (paneer, curd, ghee, cheese) dominant (product split not disclosed); Rs 2328 cr FY25 vs Rs 1803 cr FY24","Raw milk dominant cost head; interest Rs 86 cr FY25; borrowings Rs 1375 cr FY25; OPM 13% FY25","India dairy roughly Rs 13-14 lakh crore with VADP growing double digits (industry estimates FY24-25)","1) Value-added product margins; 2) raw milk procurement cost swings; 3) interest burden on FY25 debt of Rs 1375 cr"
"MOLBIO","Molbio Diagnostics Ltd","Builds portable point-of-care molecular diagnostic devices and test chips, best known for the Truenat TB testing platform. Sells instruments plus recurring consumable chips to health programmes globally.","Truenat instruments + test chip consumables (split not disclosed); Rs 971 cr FY25 vs Rs 756 cr FY24","Total expenses Rs 746 cr FY25; interest Rs 9 cr; OPM 23% FY25; almost debt free","Global POC molecular diagnostics multi-billion dollar growing double digits (industry estimates); exact split data not found","1) Recurring test chip sales on installed Truenat base; 2) government TB programme and export instrument sales; 3) mix shift toward high-margin consumables"
"MVELECTRO","MV Electrosystems Ltd","Designs and builds electrical equipment for railways, including IGBT-based propulsion systems for electric locomotives, switchgear and control systems. Supplies rolling-stock makers and railway customers.","Railway propulsion and electrical sub-systems (split not disclosed); Rs 63 cr FY25 vs Rs 50 cr FY24","Total expenses Rs 55 cr FY25; interest Rs 4 cr; borrowings Rs 32 cr FY25; OPM 12% FY25","Part of Indian Railways multi-lakh-crore capex programme; exact segment TAM data not found","1) Loco propulsion and control-system orders; 2) execution margins on sub-systems; 3) interest cost of Rs 4 cr vs Rs 1 cr profit base"
"NEPHROPLUS","Nephrocare Health Services Ltd","Runs India's largest dialysis network under the NephroPlus brand via standalone centres, hospital captive clinics and government PPP units. Patients return several times weekly, creating repeat revenue.","PPP dialysis contracts + private-pay centres + home dialysis (split not disclosed); Rs 630 cr FY25 vs Rs 544 cr FY24","Operating costs ~86% of Rs 541 cr FY25; depreciation Rs 58 cr; interest Rs 50 cr; OPM 14% FY25","India dialysis market commonly estimated Rs 25000-35000 cr with severe under-treatment (industry estimates); exact TAM data not found","1) PPP contract volumes; 2) private-pay centre realisations; 3) new-clinic ramp costs plus interest and depreciation"
"OMNI","Omnitech Engineering Ltd","Makes high-precision engineered components for safety-critical industrial uses and exports them worldwide. Also builds turnkey industrial automation systems and custom mechanical solutions.","Precision components + turnkey automation (split not disclosed); Rs 345 cr FY25 vs Rs 188 cr FY24; TTM Rs 575 cr","Total expenses Rs 230 cr FY25; depreciation Rs 37 cr; interest Rs 29 cr; OPM 33% FY25","Global precision components and industrial automation, multi-billion-dollar market; segment TAM data not found","1) Export demand for precision components; 2) turnkey automation margins; 3) working-capital cycle with 172 debtor days deciding cash conversion"
"OMPOWER","Om Power Transmission Ltd","Builds power transmission infrastructure on turnkey contracts - HV/EHV lines, substations and underground cabling - covering design through commissioning and O&M for utilities.","Turnkey transmission lines + substations + cabling (split not disclosed); Rs 279 cr FY25 vs Rs 183 cr FY24","Total expenses Rs 244 cr FY25; interest Rs 6 cr; depreciation Rs 1 cr; OPM 13% FY25; borrowings Rs 19 cr FY25","India transmission capex of several lakh crore planned FY25-32 (CEA/National Electricity Plan); company share data not found","1) Transmission project execution margins; 2) order-book conversion pace; 3) commodity price moves on fixed-price contracts"
"PARKHOSPS","Park Medi World Ltd (Park Hospitals)","Runs a chain of about 14-17 NABH multi-specialty hospitals with 4000+ beds across North India. Earns from surgeries, inpatient stays, outpatient visits, diagnostics and pharmacy, led by cardiac, neuro, renal and cancer care.","Inpatient + outpatient + pharmacy + diagnostics (split not disclosed); standalone Rs 92 cr FY25 vs Rs 90 cr FY24; FY26 Rs 129 cr","FY26 total expenses Rs 77 cr; interest Rs 13 cr; depreciation Rs 5 cr; OPM 26% FY25; borrowings cut to Rs 19 cr Mar 2026","North India tertiary healthcare within India's multi-lakh-crore private hospital market (industry estimates FY25); exact TAM data not found","1) Inpatient surgeries and occupancy in key specialties; 2) case-mix shift to high-ARPOB procedures; 3) new-hospital ramp costs plus interest and depreciation"
"PNGSREVA","PNGS Reva Diamond Jewellery Ltd","Sells diamond and gemstone-studded gold and platinum jewellery under the Reva brand through stores and online. Earns the spread between retail price and the cost of gold, diamonds and stones.","Studded jewellery retail (product split not disclosed); Rs 64 cr FY25 vs Rs 196 cr FY24","Total expenses Rs 139 cr FY24; borrowings rose from Rs 0 to Rs 91 cr FY25; OPM 15% FY25","India jewellery industry roughly USD 80-100 bn with organised studded segment growing faster (industry estimates FY25); exact TAM data not found","1) Studded-jewellery making-charge margins; 2) gold and diamond price swings on inventory; 3) interest on new Rs 91 cr FY25 debt vs shrunken revenue"
"POWERICA","Powerica Ltd","Makes diesel generator sets and medium-speed large generators through a 40+ year Cummins OEM tie-up, and builds wind power projects as an independent power producer with EPC and O&M services.","DG sets + MSLG + wind IPP/EPC/O&M (split not disclosed); Rs 2496 cr FY25 vs Rs 2195 cr FY24","Total expenses Rs 2196 cr FY25; depreciation Rs 116 cr; interest Rs 32 cr; OPM 12% FY25; borrowings Rs 308 cr Mar 2025","India DG market commonly estimated Rs 15000-20000 cr plus ~100 GW wind target by 2030 (industry/MNRE estimates); split data not found","1) DG/MSLG volumes and Cummins OEM economics; 2) wind IPP generation and EPC margins; 3) raw material cost swings on margins"
