Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"AEROFLEX","Aeroflex Industries Limited","Makes stainless steel flexible hoses and fittings that carry liquids and gases in factories and aircraft. Sells ~80% of output to export customers. Also builds liquid-cooling skids for data centres.","SS flexible hoses ~95% of revenue (FY25); SFN liquid-cooling skids ~Rs 32 crore in a recent quarter; metal bellings new (FY25)","Raw materials (steel) dominant %: data not found; employee %: data not found; finance costs: data not found","Global flexible metal hose market size: data not found","Hose segment (~Rs 423 crore of ~Rs 442 crore run-rate); export margin premium; new SFN data-centre skids"
"SETL","Standard Engineering Technology Limited","Builds glass-lined reactors, dryers, heat exchangers and piping for pharma and chemical plants. Designs, makes, installs and services the equipment. Renamed from Standard Glass Lining Technology in Dec 2025.","Glass-lined equipment (core); piping/fittings; lifecycle services and spares; exports ~30% of order book","Expense split %: data not found; virtually debt-free so finance costs minimal","India glass-lined / engineered process equipment market: data not found","Glass-lined vessels for pharma capex; exports (~30% of order book); high-margin services and spares"
"ATHERENERG","Ather Energy Limited","Designs and sells premium electric scooters in India. Earns from scooters plus accessories, charging and software services. Loss-making but narrowing.","Scooter sales (dominant, revenue per unit Rs 1,28,295 FY25); accessories and service; charging network/software","Cost of materials (cells, electronics) dominant; employee and R&D heavy; exact %: data not found","India electric two-wheeler market, rapid penetration phase; exact size: data not found","Scooter volume growth spreading fixed costs; gross margin per scooter (battery costs); non-vehicle revenue streams"
"AVALON","Avalon Technologies Limited","Assembles electronic circuit boards and finished boxes for industrial, clean energy, mobility and defence customers. Manufactures for OEMs across the full product life cycle.","Industrial PCB/box-build (base); clean energy; mobility; defence & aerospace (growing share); order book Rs 3,200 crore (Dec 2025)","Components/materials dominant ~60%+ (EMS norm); employee next; exact %: data not found","India EMS market: data not found","Industrial and clean energy volumes; defence/aerospace orders; operating leverage (FY25 profit +78% vs revenue +27%)"
"CPPLUS","Aditya Infotech Limited","Owns the CP PLUS brand, India's largest homegrown video-surveillance maker. Sells CCTV cameras, recorders and security gear through a wide dealer network plus software and monitoring services.","Hardware (cameras, recorders) dominant; software/monitoring and solutions growing; revenue Rs 3,123 crore FY25","Components (chips, lenses, imports) dominant; dealer network and marketing costs; exact %: data not found","Indian video surveillance industry; company share 43.3% FY26 per Frost & Sullivan; absolute size: data not found","Hardware volumes via dealer network; market-share gains vs foreign brands; higher-margin software/solutions attach"
"CYIENTDLM","Cyient DLM Limited","Builds electronic assemblies and complete systems for aerospace, defence, medical and industrial customers. Does PCB assembly, system integration and testing; spun off from IT firm Cyient.","Aerospace & defence assemblies; industrial (Q1 FY26 Rs 64 crore, +397% YoY); med-tech (Q1 FY26 Rs 61 crore); FY25 revenue ~Rs 1,520 crore","Cost of revenue ~60% (FY25, Rs 752 crore of Rs 1,262 crore); opex ~Rs 423 crore; interest costs weigh on margin","India defence electronics and med-device manufacturing TAM: data not found","Aerospace & defence assemblies with qualification lock-in; industrial segment surge; margin recovery from capacity fill"
"DEEDEV","DEE Development Engineers Limited","Fabricates pipes, pipe fittings and heavy process piping modules for refineries, power and chemical projects in India and abroad. Prefabricates piping so customers assemble on site.","Piping division ~90%+ of revenue (Q4 FY25 Rs 262 crore); heavy fabrication small; FY25 revenue ~Rs 1,213 crore","Steel plates/pipes raw materials dominant; fabrication labour and works overheads; exact %: data not found","India process piping / industrial fabrication TAM: data not found","Piping division (main profit pool, ~14% segment margin Q4 FY25); order book execution (Rs 1,275 crore Apr 2025 to ~Rs 2,428 crore mid-2026); export project orders"
"RPTECH","Rashi Peripherals Limited","Distributes computers, phones and IT gear from 80+ global brands (Apple, Intel, Dell) to Indian shops and businesses. Adds credit, logistics and tech support; also sells cloud and enterprise solutions.","Consumer technology distribution (dominant); enterprise solutions and cloud services; components/semiconductors; FY25 revenue ~Rs 13,773 crore","Cost of goods dominant ~97% (net margin ~1.6% FY25); logistics and credit costs; finance costs on working capital","India ICT distribution / consumer tech market: very large, exact figure: data not found","Consumer tech distribution volumes; Apple/premium brand lines with better unit margins; enterprise and cloud services layer"
"RUBICON","Rubicon Research Limited","Makes hard-to-copy specialty medicines and drug-delivery systems, mostly complex generics. Sells ~98.5% of output abroad (FY25), chiefly in the US.","US specialty formulation exports ~98.5% of revenue (FY25); complex generics and drug-delivery platforms; FY25 revenue Rs 1,284 crore","Raw materials ~dominant pharma norm; R&D 10.4% of income (FY25); exact material %: data not found","US complex generics / specialty formulations TAM: data not found","US specialty formulation sales; R&D pipeline conversions (>25% share in 9 products FY25); margin expansion (EBITDA up ~6x FY23-FY25)"
"RRKABEL","R R Kabel Limited","Makes wires and cables for homes and factories under its own brands. Also sells fans, lights, switches and appliances after buying Luminous Home Electrical from Schneider.","Wires & cables ~88-90% of revenue (FY25); FMEG/consumer brands ~10-12% (Q4 FY25 Rs 288 crore, +28% YoY); FY25 revenue ~Rs 7,620 crore","Copper raw material dominant; employee costs next; exact %: data not found","India wires & cables plus FMEG market: very large, exact figure: data not found","House-wiring brand premium pricing; copper cost pass-through; FMEG segment newly past breakeven"
