Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"NIVABUPA","Niva Bupa Health Insurance Company Ltd","Niva Bupa sells health insurance to families and companies across India. It collects premiums and pays hospital bills. Apps and cashless hospital tie-ups keep service costs low.","Health insurance premiums ~5.31% share of health market (FY25); investment income on float; GWP-led revenue Rs 5,374 cr (FY25)","Claims payouts dominate total expenses Rs 5,292 cr (FY25); employee and distribution costs; finance cost near zero","Indian health insurance industry GWP Rs 1 lakh crore+ (IRDAI; approximate - verify); Niva Bupa holds 5.31% (FY25)","1. GWP growth ~30% (FY25); 2. Combined ratio/claims discipline (OPM 1.5% FY25); 3. Investment income on premium float"
"SANATHAN","Sanathan Textiles Ltd","Sanathan makes polyester, cotton, and technical-textile yarn at large Indian factories. It sells yarn to weavers and fabric makers for clothes, furnishings, and industrial use. Listed December 2024.","Polyester filament yarn (largest); cotton yarn; technical textiles yarn - total Rs 2,997 cr (FY25)","Total expenses Rs 2,725 cr ~91% of revenue (FY25); raw materials (PET/cotton) dominate; finance cost Rs 25 cr (FY25)","Indian technical textiles market ~USD 25-40 bn per industry estimates (exact data not found)","1. Raw material (PX/PTA, cotton) pass-through; 2. Capacity utilisation and specialty yarn mix; 3. Finance costs post-IPO deleveraging"
"SENCO","Senco Gold Limited","Senco Gold sells gold, diamond, and silver jewellery through stores across Eastern India, the largest organised jeweller there by store count. It also sells online. Money comes from making charges and gold spreads.","Gold jewellery (majority); diamond and studded jewellery; silver and lifestyle products - total Rs 6,259 cr (FY25)","Raw material (gold) ~85-90% of cost (exact % data not found); finance cost on gold loans; making/labour costs","Indian jewellery market ~USD 80-100 bn (approximate; exact data not found)","1. Gold price and making-charge margins; 2. Store expansion in Eastern India; 3. Finance cost on Rs 2,611 cr borrowings (Mar 2026)"
"SRM","SRM Contractors Ltd","SRM builds roads, bridges, tunnels, and slope-stabilisation works in tough hill terrain - J&K, Ladakh, Uttarakhand, Himachal, Arunachal, Gujarat, Odisha. Governments award it EPC and HAM contracts.","EPC road/bridge contracts (majority); HAM projects; tunnels and civil works - total Rs 527 cr (FY25), Rs 850 cr (FY26)","Construction materials and subcontracting dominate; interest Rs 9 cr (FY25); depreciation Rs 16 cr (FY25)","Indian road capex Rs 2-3 lakh crore per year under national programmes (approximate; exact data not found)","1. Execution speed on EPC/HAM orders; 2. Order wins in low-competition hill states; 3. Working capital/interest on rising borrowings"
"CAPITALSFB","Capital Small Finance Bank Ltd","Capital Small Finance Bank - India's first SFB - takes deposits and lends to middle-income households in smaller cities: farm loans, MSME loans, mortgages, consumption loans. It earns the spread between the two rates.","Interest income on advances Rs 498 cr (FY25); treasury/investment income; fee income - total Rs 908 cr (FY25)","Interest on deposits dominates; employee and branch costs; credit provisioning (GNPA 2.47% Jun 2026)","Indian retail/SFB lending market - several lakh crore assets (exact data not found)","1. NIM on agri/MSME mortgages; 2. Deposit/CASA growth (Rs 10,018 cr FY26); 3. Credit costs and provisioning"
"INDIQUBE","IndiQube Spaces Ltd","IndiQube leases buildings, fits them out, and rents ready offices and desks to companies under managed contracts. Clients get tech-enabled workplaces; IndiQube earns rent and service fees. Listed 2025.","Managed office seat/space rentals (majority); fit-out and facility services; Rs 1,059 cr total (FY25)","Lease rentals and fit-out capex dominate; finance cost on Rs 4,095 cr borrowings (FY25); operations staff","Indian flex/managed office market ~USD 2-3 bn and rising (approximate; exact data not found)","1. Occupancy levels at hubs; 2. Lease and finance costs on debt; 3. New centre ramp-up losses"
"PNGJL","P N Gadgil Jewellers Ltd","PNG Jewellers (founded 1832) sells gold, silver, and diamond jewellery through stores across Maharashtra, strong in Pune and Mumbai. It also sells online. Brand trust drives repeat buying.","Gold jewellery (majority); diamond/studded jewellery; silver and online - total Rs 7,523 cr (FY25)","Raw material (gold) ~85-90% of cost (exact % data not found); finance cost on Rs 903 cr borrowings; store operations","Indian jewellery market ~USD 80-100 bn with organised share rising (approximate; exact data not found)","1. Gold price moves and inventory gains; 2. New stores and franchise expansion; 3. Shift to higher-margin studded jewellery"
"ARKADE","Arkade Developers Ltd","Arkade builds and sells residential apartments in Mumbai, from mid to premium segments. It buys or jointly develops land, constructs, and books revenue as homes complete. Nearly debt-free.","Residential flat sales - Rs 683 cr (FY25); project mix of mid and premium Mumbai housing","Construction cost dominates; land/joint-development profit share; finance cost minimal (borrowings Rs 99 cr Mar 2026)","Mumbai residential and redevelopment market - large ageing-building pipeline (exact size data not found)","1. Project completion timing; 2. Mumbai property prices and rates; 3. Asset-light land deals keeping margins high"
"SAGILITY","Sagility India Limited","Sagility runs back-office and tech services for US healthcare insurers and hospital groups - claims processing, member data, clinical support. All clients sit in the US. EQT-backed; listed November 2024.","US payer (insurer) services (majority); US provider services; Rs 1,717 cr total (FY25)","Employee costs dominate (services model); depreciation Rs 99 cr (FY25); interest Rs 73 cr (FY26)","US healthcare outsourcing market - Sagility holds 1.23% (2023, screener/company)","1. US payer/provider revenue growth; 2. Falling depreciation and interest post-IPO; 3. Employee cost and utilisation"
"CANHLIFE","Canara HSBC Life Insurance Company Ltd","Canara HSBC Life sells savings, protection, retirement, ULIP, and annuity plans, mostly through Canara Bank and HSBC branches. Banks distribute; the insurer invests premiums and pays claims. Listed October 2025.","Individual savings/ULIP plans (majority); protection/term; group and government schemes - total Rs 10,710 cr (FY25, screener view)","Claims/benefit payouts dominate; commissions to bank partners; operating costs","Indian life insurance APE market Rs 3-4+ lakh crore, low penetration (approximate; exact data not found)","1. Bancassurance premium growth via Canara Bank; 2. Investment/actuarial surplus; 3. Product mix shift to protection"
