Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"UTLSOLAR","Fujiyama Power Systems Limited","Company sells rooftop solar gear under the UTL Solar and Fujiyama Solar brands: solar panels, inverters, batteries and UPS. It sells through dealers to homes, shops and small factories across India. It listed via IPO in November 2025.","Solar panels ~43% (FY25); solar inverters/UPS; solar batteries; new string inverters and BESS; H1 FY26 revenue Rs 1166 crore (+61.5% YoY), PAT Rs 130 crore","Raw materials (cells, modules, lead) dominate; data not found for exact split","India rooftop solar market growing fast on PM Surya Ghar subsidies; solar equipment TAM in tens of billions of dollars globally; exact India TAM data not found","Solar panel sales (~43% of mix, FY25); solar inverters/UPS; solar batteries (~15.5% India market share)"
"ATLANTAELE","Atlanta Electricals Limited","Company makes power transformers up to 200 MVA plus auto, furnace and inverter-duty transformers, and executes turnkey electrical EPC projects. It sells to power utilities and industrial customers from Gujarat. It listed in September 2025.","Power transformers to utilities (core); EPC/turnkey electrical projects; special-duty transformers (furnace, inverter-duty); FY25 revenue Rs 471 crore (+48% YoY), PAT Rs 53 crore (+70% YoY)","Raw materials (CRGO steel, copper, transformer oil) dominate cost base; exact % data not found","India power transformer and T&D equipment market — multi-billion-dollar, growing with grid expansion and renewables; exact TAM data not found","Power transformer sales to utilities; EPC/turnkey projects; special-duty transformers for industry"
"BLSE","BLS E-Services Limited","Company runs assisted digital services through 45,800+ customer service points: e-governance services, business correspondent banking and allied financial services for rural India. It earns fees per transaction from governments and banks. It listed via IPO in February 2024.","Business correspondent banking fees (largest segment); e-governance services (state contracts); allied digital services (insurance, bill payments, travel); FY25 revenue approx Rs 545 crore, Q4 FY25 PAT Rs 17 crore (+59% YoY)","Transaction/service costs and CSP commissions dominate; people and technology costs secondary; exact split data not found","India assisted financial and e-governance services market serving hundreds of millions of under-banked citizens; exact TAM data not found","Business correspondent transaction fees; e-governance contracts; allied digital services riding the CSP network"
"BLUESTONE","Bluestone Jewellery & Lifestyle Limited","Company designs and sells gold, diamond, platinum and gemstone jewellery through a website/app plus 250+ stores across India. Customers browse online and buy in stores or via home delivery. It listed in August 2025.","Plain gold jewellery (largest share); studded/diamond and gemstone jewellery (~higher margin); online channel only 7-8% of revenue (FY25); FY25 revenue Rs 1770 crore (+40% YoY), net loss Rs 222 crore","Raw material (gold, diamonds) the dominant cost; store rents and marketing drove FY25 losses; employee costs significant","India jewellery market approx US$ 85-100 billion, among world's largest; organised omnichannel players gaining share","Plain gold volume; studded/diamond share (higher margin); store ramp and marketing efficiency (FY26 swing to ~Rs 26 crore PAT)"
"IDEAFORGE","ideaForge Technology Limited","Company designs and builds drones in India — mapping and surveillance quadcopters and VTOL fixed-wings — and sells mainly to Indian security forces and enterprise survey customers. It also runs drone services and pilot training. It listed in July 2023.","Drone hardware sales to defence/security forces (main); enterprise mapping/survey drones and drone-as-a-service; training; FY25 revenue approx Rs 100-130 crore (down from ~Rs 280 crore FY24), net loss ~Rs 100+ crore","Components and R&D/employee costs dominate; data not found for exact split","India drone market projected to multiply several-fold by 2030 with PLI support and import bans; exact TAM data not found","Defence/security-force tender orders (lumpy); enterprise survey sales; new VTOL products and cost cuts (Q1 FY27 EBITDA positive)"
"INOXINDIA","Inox India Limited","Company makes cryogenic tanks and transport tankers that store and move liquefied gases like oxygen, nitrogen, LNG and hydrogen at very low temperatures. Customers include gas companies, hospitals, space programs and EPC players. It listed in December 2023.","Industrial and medical gases bulk tanks ~61% (FY25); Cryo Scientific ~17% (Rs 228 crore FY25); LNG/hydrogen fuel tanks and turnkey projects; FY25 revenue Rs 1354 crore, PAT Rs 224 crore (+15.4% YoY)","Raw materials (stainless steel, insulation) dominate; employee and design costs secondary; exact % data not found","Global cryogenic equipment market multi-billion-dollar, growing on LNG, hydrogen, space and medical gas demand; exact TAM data not found","Bulk cryo tanks for gas majors (~61%); Cryo Scientific (LNG/H2/space); exports and green-fuel mobility programs"
"SENORES","Senores Pharmaceuticals Limited","Company develops and sells niche generic and specialty medicines for regulated markets, mainly the US, plus emerging markets across ~60 countries. It sells through US arms (Zoraya Pharma, Amerisyn) and partners. It listed in December 2024.","Regulated markets (mainly US) ~63% of revenue (FY25); emerging markets ~37%; FY25 total income +91% YoY, PAT ~Rs 327 crore (incl ~Rs 78 crore tax credit); exact FY25 revenue data not found","Cost of materials (APIs) and US operations/integration costs dominate; exact % data not found","US generics market approx US$ 90-100 billion+; US federal drug procurement a niche within it; exact TAM data not found","US regulated-market generic sales (~63%); niche/specialty mix and federal procurement entry (Amerisyn); emerging-market branded sales"
"AMANTA","Amanta Healthcare Limited","Company makes sterile liquid medicines in Ahmedabad: eye drops, IV fluids, irrigation and respiratory solutions plus small medical devices. It sells to hospitals, doctors, pharmacy brands and contract-manufacturing clients. It listed on NSE/BSE in September 2026.","Eye drops/ophthalmics; IV fluids and irrigation solutions; respiratory solutions; CMO/contract manufacturing; FY25 revenue ~Rs 275 crore, PAT ~Rs 10.5 crore, EBITDA margin ~22%","Raw materials (APIs, packaging) dominate; employee and quality/compliance costs secondary; exact % data not found","India ophthalmic and IV fluid market large and growing with healthcare access; exact TAM data not found","Eye drops/ophthalmic portfolio; IV fluids volume business; CMO orders and margin expansion post-IPO"
"EXICOM","Exicom Tele-Systems Limited","Company makes DC power systems that keep telecom towers running (critical power) and EV chargers — home AC and public DC fast chargers. It acquired Tritium in 2024 and listed via IPO in February 2024.","Critical power (telecom DC systems) ~60% (FY25, ~Rs 455 crore); EV chargers ~40% (FY25, Rs 297 crore, +71% YoY in FY26); FY25 revenue ~Rs 752 crore, PAT ~Rs 21 crore; FY26 loss ~Rs 265-274 crore on Tritium","Components and Tritium overseas operating losses dominate FY26 cost base; exact % data not found","India EV charger market growing several-fold with EV adoption; global DC fast-charging market multi-billion; exact TAM data not found","Critical power profit engine; India EV charger growth (+49-71% YoY); Tritium losses — biggest drag on consolidated P&L"
"GANDHAR","Gandhar Oil Refinery (India) Limited","Company refines crude into white oils — ultra-pure mineral oils used in baby oils, cosmetics, pharma and lubricants — plus waxes and jellies under the Divyol brand. Customers include P&G and Unilever in 100+ countries. It listed in November 2023.","Personal care/consumer white oils (largest); pharma/healthcare-grade oils; lubricants and specialty (Divyol brand); FY25 revenue ~Rs 4250 crore (+11.5% YoY), PAT ~Rs 291 crore","Crude oil feedstock dominates costs (refining spread drives profit); exact % data not found","Global white oil market approx US$ 2-3 billion+ growing with personal care and pharma demand; exact TAM data not found","Crude refining spread per kilolitre (dominant lever); personal-care white oil volumes to FMCG majors; pharma-grade and specialty lubricant mix"
