Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"SSDL","Saraswati Saree Depot Ltd","Company runs a B2B wholesale business in sarees and women's apparel. It buys from 900+ weavers in Surat, Varanasi, Kolkata and Bengaluru and sells to retailers across India.","Sarees and women's apparel wholesale 100% (mix within: sarees, kurtis, dress materials, blouse pieces, lehengas - split data not found; FY25 revenue Rs 604 cr)","Cost of goods (purchases from weavers) dominant; expenses Rs 560 cr vs sales Rs 604 cr (FY25); OPM 7% (FY25)","Indian women's ethnic wear market - multi-lakh crore retail; organized B2B saree wholesale TAM data not found","1) Saree wholesale volume and pricing spread; 2) other women's apparel mix; 3) working capital/interest efficiency (FY26 profit fell on longer debtor days)"
"VMM","Vishal Mega Mart Ltd","Company runs hypermarkets selling apparel, groceries and home essentials to middle and lower-middle-income shoppers. It buys in bulk and sells value-priced goods.","Apparel, general merchandise, FMCG - exact mix data not found; standalone revenue Rs 5,947 cr (FY25), Rs 6,631 cr (FY26)","Cost of merchandise dominant; OPM 15% (FY26); interest only Rs 12 cr - nearly debt free","Indian value retail (value fashion + FMCG) - very large growing market; specific TAM data not found","1) Private-label apparel margins; 2) store additions and same-store sales; 3) operating leverage (OPM 9% to 15% FY24-FY26)"
"INTERARCH","Interarch Building Solutions Ltd","Company builds pre-engineered steel buildings - factory sheds and warehouses - as turnkey projects under TRAC/TRACDEK brands. It designs, fabricates and erects structures for industrial clients.","Turnkey PEB projects + steel products; revenue Rs 1,454 cr (FY25), Rs 1,898 cr (FY26); 221k MT installed capacity","Total expenses ~90% of sales (TTM); steel raw material dominant; debtor days 55, inventory days 69; OPM ~10%","Indian PEB market estimated Rs 40,000-50,000 cr, growing double digits (industry estimate)","1) Turnkey PEB execution volume; 2) steel price vs contract spread; 3) industrial/warehouse capex order wins"
"SHRINGARMS","Shringar House of Mangalsutra Ltd","Company designs and makes mangalsutras in 18k/22k/24k gold with simulated stones. It sells mostly B2B to jewellers as India's largest organized mangalsutra maker (~6% organized share).","B2B mangalsutra manufacturing 100% (segment split data not found); revenue Rs 1,430 cr (FY25), Rs 2,246 cr (FY26)","Gold raw material dominant (thin OPM 4.5-7%); borrowings Rs 189 cr (Mar 2026, gold loans/working capital)","Indian organized mangalsutra/wedding jewellery market; absolute TAM data not found","1) B2B volume growth with making-charge margins; 2) gold price levels inflating revenue; 3) shift from unorganized to organized manufacturing"
"MUFTI","Credo Brands Marketing Ltd","Company sells men's casual fashion under the MUFTI brand. It designs clothes, outsources manufacturing, and sells via large-format stores, own stores and e-commerce.","Men's casualwear (shirts, jeans, t-shirts, accessories) 100%; revenue Rs 618 cr (FY25), Rs 592 cr (FY26)","Cost of outsourced goods + brand/marketing spend; OPM 27-29%; total debt Rs 228 cr (Mar 2026)","Indian men's casual wear market - large and growing; specific TAM data not found","1) MUFTI brand full-price sell-through and discount discipline; 2) distribution expansion; 3) cotton/input costs and ad spend"
"PARKHOTELS","Apeejay Surrendra Park Hotels Ltd","Company runs upscale Park-brand hotels plus restaurants, bars and Flurys bakeries. It owns some hotels, leases some, manages others for fees.","Rooms + F&B + managed fees + Flurys retail - split data not found; standalone revenue Rs 605 cr (FY25), Rs 669 cr (FY26)","Operating expenses ~69% of revenue (TTM); employee and hotel operating costs heavy; interest Rs 28 cr (FY26); borrowings Rs 263 cr (Mar 2026)","Indian upscale hotel industry in strong upcycle; exact TAM data not found","1) Room revenue (ARR and occupancy); 2) F&B including banquets and Flurys; 3) lower interest costs from deleveraging"
"PROSTARM","Prostarm Info Systems Ltd","Company makes UPS systems, inverters, solar hybrid inverters, lithium-ion battery packs and transformers under its own brand. It also builds rooftop solar plants.","UPS/inverters/hardware + solar EPC + IT solutions - split data not found; revenue Rs 346 cr (FY25), Rs 378 cr (FY26); order book Rs 1,090 cr","Total expenses ~87% of sales (TTM); components raw material dominant; debtor days 246, working capital days 192; debt Rs 93 cr (Mar 2026)","Indian UPS/power-conditioning and energy storage + rooftop solar market, growing double digits; exact TAM data not found","1) UPS/inverter hardware sales (OPM ~13-14%); 2) lithium packs and solar hybrid inverters; 3) rooftop solar EPC and order-book execution"
"GEMAROMA","Gem Aromatics Ltd","Company makes speciality aroma ingredients - essential oils, aroma chemicals and derivatives (70 products). Its ingredients go into toothpaste, cosmetics and pharma products.","Aroma chemicals/essential oils/value-added derivatives across oral care, cosmetics, pharma - split data not found; standalone revenue Rs 497 cr (FY25), Rs 371 cr (FY26)","Raw materials (crude derivatives) dominant; OPM fell 17% (FY25) to 11% (FY26); borrowings reduced to Rs 90 cr (Mar 2026)","Global flavours & fragrances ingredients market - multibillion-dollar; India-specific TAM data not found","1) Menthol/aroma-chemical price spreads; 2) export demand from oral/personal care; 3) raw material costs (FY26 margin squeeze)"
"SWIGGY","Swiggy Ltd","Company runs the Swiggy app - food delivery, Instamart quick-commerce groceries and Dineout bookings. It earns commissions, fees and advertising on each order.","Food delivery + quick commerce (Instamart) + dining out - exact mix data not found; standalone revenue Rs 6,667 cr (FY25), Rs 8,258 cr (FY26)","Delivery-partner cost, dark-store costs and promotions dominate; FY26 net loss Rs 3,419 cr; Q1 FY27 operating profit Rs 80 cr","India food delivery ~USD 15-20 bn plus quick commerce projected USD 25-40+ bn by 2030 (approximate)","1) Food delivery take rates and ads; 2) Instamart expansion (biggest loss driver); 3) delivery cost and promo spend per order"
"OSWALPUMPS","Oswal Pumps Ltd","Company makes solar and grid-connected submersible and monoblock pumps. It installs turnkey solar pumping systems for farmers under PM-Kusum and exports pumps.","Solar pumps + grid pumps + turnkey solar systems - split data not found; revenue Rs 1,272 cr (FY25), Rs 1,796 cr (FY26)","Raw materials (metals, panels) dominant; OPM 28% (FY25) to 22% (FY26); debtor days 224, working capital days 185; debt Rs 210 cr (Mar 2026)","Indian solar pump market under PM-Kusum scheme plus agri pump replacement demand; exact TAM data not found","1) PM-Kusum solar pump orders; 2) regular submersible/monoblock pump sales; 3) raw material costs vs margins"
