Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"TBOTEK","TBO Tek Ltd.","Company runs Travelboutiqueonline.com, a B2B travel platform. Travel agents book flights and hotels through it. Company earns a commission on each booking.","Hotel bookings (largest share); air ticketing; overseas agent business; exact FY25 mix data not found","Operating costs incl. platform and payment processing; debtor days ~310 (FY25); expense split by head data not found","Global B2B travel distribution market; exact size data not found","Hotel booking take rates; air ticketing volumes; overseas expansion (US, Europe, Middle East)"
"SMARTWORKS","Smartworks Coworking Spaces Limited","Company operates managed office campuses for enterprises. It leases buildings, fits them out and rents desks and offices. Customers sign flexible workplace contracts.","Managed workspace rentals and services; revenue Rs 1374 cr FY25; Rs 1796 cr FY26; ~190000 seats across 45+ centers","Interest Rs 381 cr TTM; depreciation Rs 901 cr TTM; fit-out capex dominates","India managed/flexible workspace market; exact size data not found","Seat occupancy and pricing; finance costs; depreciation on fit-outs"
"JLHL","Jupiter Life Line Hospitals Limited","Company runs multi-specialty hospitals in Mumbai region and western India. Patients pay for surgery, beds, doctors and diagnostics. Four hospitals hold about 1248 beds.","Hospital services (inpatient, outpatient, pharmacy); revenue Rs 1060 cr FY25; Rs 1198 cr FY26","Employee and doctor costs (largest); medicine/consumables; depreciation Rs 69 cr FY26; interest Rs 13 cr FY26","Indian private hospital market; exact size data not found","Occupancy and ARPOB at Thane flagship; tertiary case-mix; new bed ramp-up (Indore, Dombivli)"
"SANSTAR","Sanstar Ltd","Company turns maize into specialty ingredients like starch, glucose and dextrose. Food makers, feed makers and industrial users buy them. Capacity runs 1100 TPD, doubling at Dhule.","Maize-based specialty ingredients: food, animal nutrition, industrial; revenue Rs 953 cr FY25; Rs 785 cr FY26","Maize raw material (largest head); power and processing; depreciation Rs 10 cr FY26; interest Rs 1 cr FY26","Indian maize processing/starch derivatives market; exact size data not found","Maize-vs-product price spread; capacity utilisation and Dhule ramp; export mix and realisations"
"PWL","Physicswallah Ltd","Company coaches students for JEE, NEET and UPSC exams online and offline. It also sells upskilling courses in data, banking and software. Students pay course fees below premium rivals.","Test-prep course fees (core); upskilling courses; offline centres; revenue Rs 2334 cr FY25; Rs 3245 cr FY26","Employee and ESOP costs (largest swing); interest Rs 93 cr FY26; depreciation Rs 337 cr FY26; total Rs 2994 cr FY26","Indian test-preparation market; exact size data not found","Test-prep fee volumes; ESOP/employee cost swings; acquired businesses integration"
"ABDL","Allied Blenders & Distillers Ltd","Company makes liquor, mainly whisky, across 31 brands. Officer's Choice sells as one of the world's biggest whisky brands by volume. Value-focused Indian drinkers form the main market.","Value whisky (Officer's Choice) core; premium whisky (ICONiQ White); brandy, rum, vodka, gin; revenue Rs 3520 cr FY25; Rs 3880 cr FY26","Raw materials (grain, ENA, packaging); excise duties; interest Rs 130 cr FY26; depreciation Rs 69 cr FY26","Indian alcoholic beverages market; exact size data not found","Officer's Choice volume and pricing; premiumisation mix; excise policy and input costs"
"CEIGALL","Ceigall India Limited","Company builds roads, flyovers, bridges, runways and highways for government clients. It bids for EPC contracts and gets paid on completion milestones. Speciality lies in elevated structures.","Road and highway EPC; elevated structures; railway overpasses; runways; revenue Rs 3385 cr FY25; Rs 3869 cr FY26","Raw materials (bitumen, steel, cement); subcontracting; interest Rs 78 cr FY26; total Rs 3382 cr FY26","Indian road/highway EPC market; exact size data not found","Execution pace on elevated projects; raw material costs; receivables cycle (101 debtor days FY26)"
"EIEL","Enviro Infra Engineers Ltd","Company designs, builds and runs water and sewage treatment plants for governments. It also builds solar, battery storage and wind projects. Most revenue comes from EPC contracts.","Water/wastewater EPC and O&M; water supply schemes; renewables (solar, BESS, wind); revenue Rs 1046 cr FY25; Rs 1015 cr FY26","Operating costs ~77% of revenue; interest Rs 21 cr FY26; depreciation Rs 16 cr FY26","Indian water/wastewater capex market (Jal Jeevan Mission etc.); exact size data not found","Water EPC execution (OPM 23-24%); O&M recurring revenue; renewables ramp-up"
"EMSLIMITED","EMS Limited","Company builds complete water and wastewater projects for government clients on turnkey contracts. It also operates sewage treatment plants. Design through construction happens in-house.","Water and wastewater EPC; STP O&M contracts; revenue Rs 941 cr FY25; Rs 608 cr FY26","Construction costs dominate; OPM fell from 29% FY23 to 21% FY26; almost debt free","Indian water/wastewater EPC market; exact size data not found","Order execution pace (FY26 slowdown halved profit); bid margins; receivables collection (223 debtor days)"
"GPTHEALTH","GPT Healthcare Ltd","Company runs ILS Hospitals, five multi-specialty hospitals with 719 beds in Eastern India. Patients pay for beds, surgery and diagnostics. A regional brand with deep local pull.","Hospital services across 5 hospitals/719 beds (ILS brand); revenue Rs 407 cr FY25; Rs 473 cr FY26","Employee/doctor costs; medical consumables; depreciation Rs 27 cr FY26; interest Rs 8 cr FY26","Eastern India private hospital market; exact size data not found","Bed occupancy and ARPOB; employee and consumable costs; new capacity ramp"
