Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"REGAAL","Regaal Resources Ltd","Company grinds maize into starch and starch derivatives at a 750 TPD plant. Sells to food, paper, textile and pharma makers. Ranks among India's top 10 maize millers.","Maize starch, speciality and food-grade starches and derivatives ~100% of Rs 915 Cr sales (FY25); product-wise mix data not found","Total expenses Rs 1,008 Cr (FY26); interest Rs 31 Cr; depreciation Rs 16 Cr; raw material (maize) dominant - exact % data not found","India maize starch industry - data not found (company top-10 by capacity)","Maize price vs starch realisations; 750 TPD plant utilisation; interest burden Rs 31 Cr on Rs 614 Cr debt (FY26)"
"URBANCO","Urban Company Ltd","Company runs an app connecting homes with service professionals for cleaning, repairs, painting and beauty. Takes a cut of each job and sells own-brand products. Operates in India and Gulf markets.","Service marketplace commissions (FY25 revenue Rs 1,144 Cr; FY26 Rs 1,556 Cr); beauty & wellness, home cleaning/repairs, painting segments - exact mix data not found; international (UAE, Singapore, Saudi) plus own-brand products","Total expenses Rs 1,809 Cr (FY26); employee/ESOP and advertising heavy - split data not found; interest Rs 12 Cr; depreciation Rs 45 Cr","India home & personal services TAM - data not found","Take rate per order; beauty and international margins; ESOP and advertising spend"
"ASKAUTOLTD","ASK Automotive Ltd","Company makes brakes for two-wheelers plus aluminium parts and control cables. Sells to India's big two-wheeler makers. Holds ~50% of the 2W advanced braking market.","Advanced braking systems (core); aluminium lightweighting; safety control cables - segment split data not found; total FY25 Rs 3,220 Cr, FY26 Rs 3,305 Cr","Total expenses Rs 2,971 Cr (FY26); raw materials (steel, aluminium, friction) dominant - % data not found; finance costs Rs 14 Cr","India 2W braking systems / auto components - data not found","Braking systems volumes; two-wheeler industry demand; metal input costs"
"IKIO","IKIO Technologies Ltd","Company designs and builds LED lighting and electronics that other brands sell under their own labels (ODM/EMS). Does R&D and factory work for customers like Signify.","LED lighting ODM (Signify-led); product displays; energy solutions; diversified electronics - mix data not found; FY25 Rs 208 Cr, FY26 Rs 170 Cr","Total expenses Rs 159 Cr (FY26); components/LED chips dominant - % data not found; interest Rs 3 Cr; depreciation Rs 3 Cr","India LED lighting / EMS market - data not found","Signify order flow; factory utilisation vs OPM (12% FY24 to 6% FY26); component costs and new vertical wins"
"QUADFUTURE","Quadrant Future Tek Ltd","Company makes speciality cables for railways, defence and EVs and builds train safety electronics like KAVACH. Sells mainly to Indian Railways and defence buyers.","Specialty cables Rs 153 Cr segment revenue (FY26, order book Rs 40.7 Cr); train control & signalling (KAVACH, electronic interlocking) - revenue data not found; total FY26 Rs 153 Cr","Total expenses Rs 192 Cr (FY26); depreciation Rs 19 Cr; interest Rs 3 Cr; raw materials - % data not found","Indian Railways signalling/KAVACH and speciality cable market - data not found","Cable plant utilisation; KAVACH order conversions; depreciation and receivables drag (debtor days 160)"
"CBAZAAR","Net Avenue Technologies Ltd","Company sells Indian ethnic wear like sarees and lehengas online through cbazaar.com and ethnovog.com. Ships to over 100 countries; US, UK, Australia, Canada bring most sales.","Online ethnic wear sales ~100% (FY25 Rs 27.1 Cr; FY26 Rs 20.7 Cr); website-wise split data not found","Total expenses Rs 23.5 Cr (FY26); digital advertising and garment sourcing dominant - split data not found; interest nil","Global online Indian ethnic wear market - data not found","US/UK NRI order volumes; ad spend efficiency; sourcing cost and returns"
"JSFB","Jana Small Finance Bank Ltd","Bank collects deposits and lends small amounts to small borrowers and households across 816 outlets in 23 states. Serves 4.3 million customers with about 26,000 staff.","Interest income on loans (microfinance-style small business, affordable housing, retail) and other banking income (FY26 income Rs 5,353 Cr); deposits Rs 35,784 Cr (FY26); segment split data not found","Interest expenses Rs 2,760 Cr (FY26); other expenses Rs 529 Cr; provisions key swing factor - data not found","India microfinance / small business lending - data not found","Credit costs on microfinance book; NIM vs deposit costs; deposit growth"
"PLAZACABLE","Plaza Wires Ltd","Company makes electrical wires and cables plus fans, geysers and switches under Plaza Cables, Action Wires and PCG brands. Sells to electricians and dealers across India.","Wires & cables (core); FMEG (fans, water heaters, switches, switchgear); other (PVC tape, conduit) - mix data not found; FY25 Rs 218 Cr, FY26 Rs 318 Cr","Total expenses Rs 322 Cr TTM; raw materials (copper, aluminium, PVC) dominant - % data not found; interest Rs 4 Cr TTM","India wires & cables plus FMEG market - data not found","Wire volumes; FMEG margin ramp; copper/PVC input costs"
"TATATECH","Tata Technologies Ltd","Company provides engineering design and software services to vehicle and aircraft makers, plus digital factory systems like ERP and analytics. Tata group parent; Tata Motors and JLR among key clients.","Services (ER&D) 77%; Technology Solutions (ERP/CRM, reselling) 23% (FY26); revenue Rs 3,024 Cr (FY25), Rs 3,126 Cr (FY26)","Total expenses Rs 2,550 Cr (FY26); employee costs dominant - % data not found; borrowings Rs 73 Cr only","Global ER&D outsourcing market - data not found","Services segment volumes; Tata Motors/JLR workloads; employee cost and utilisation"
"UDS","Updater Services Ltd","Company runs facility management crews - cleaning, pantry, payroll and business support - for offices, factories, hospitals and airports. India's 2nd largest outsourced IFM player with 76,000-plus staff.","Integrated facilities management (IFM) and business support services (BSS) - split data not found; FY25 Rs 1,592 Cr, FY26 Rs 1,762 Cr (standalone)","Operating expenses Rs 1,699 Cr (FY26) - manpower dominant, % data not found; depreciation Rs 12 Cr; interest Rs 2 Cr","India integrated facilities management market - data not found","Manpower billing vs wage inflation; contract wins/retention; BSS margin mix"
