Ticker,Company,BusinessModel,RevenueStreams,Expenses,TAM,PL_Top3_Contributors
"DIFFNKG","Diffusion Engineers Limited","Company makes welding consumables, wear plates and heavy engineering equipment. It sells to cement, steel, power and mining plants and also repairs kilns and machinery on site.","Welding consumables ~33% (FY24); wear plates & parts ~33%; heavy engineering equipment and services balance","Raw materials dominate (exact % data not found); employee costs for services; data not found for detailed heads","Indian welding consumables market ~Rs 8,000-10,000 crore (industry estimate, exact figure data not found)","Wear plates & parts (~33% revenue, high-margin replacement); welding consumables (~33%, recurring); kiln reconditioning services to cement/steel plants"
"EMMVEE","Emmvee Photovoltaic Power Limited","Company makes solar PV modules and solar cells at integrated plants near Bengaluru. It sells to buyers in India, Europe and the US.","Solar modules ~60% of order book (FY25); solar cells from 2.94 GW lines; exports to US/Europe; FY25 revenue Rs 2,360 cr vs FY24 Rs 954 cr","Raw materials (polysilicon, cells, glass) dominate; exact % data not found","India solar demand tied to 500 GW renewables target by 2030; global module market tens of billions USD (exact figure data not found)","Solar module volume growth from new capacity; integrated cell sales; export realisations to US/Europe"
"HONASA","Honasa Consumer Limited","Company makes and sells beauty and personal-care brands like Mamaearth, The Derma Co and Aqualogica. It sells mostly online and through super-stockists in shops.","Mamaearth (largest, single-digit growth FY25); The Derma Co; Aqualogica; Bblunt, Dr. Sheth's, Foxtale (FY25)","Advertising & marketing ~30%+ of revenue historically; materials, employees, freight; exact FY25 % data not found","Indian beauty & personal care market ~$25-30 billion (industry estimate, exact figure data not found)","Mamaearth scale; fast-scaling newer brands (The Derma Co, Aqualogica); distribution shift to super-stockists (one-off FY25 costs)"
"INNOVACAP","Innova Captab Limited","Company makes medicines for other pharma firms (contract manufacturing) and sells its own branded generics in India. It produces tablets, capsules and formulations at its own plants.","CDMO contract manufacturing; branded generics domestic; FY26 revenue Rs 1,630 cr; trailing Rs 1,749 cr","Raw materials (APIs, excipients) dominate; employee and power costs; exact % data not found","Indian pharma market ~$50 billion; global CDMO market $100+ billion (industry estimates, exact figures data not found)","CDMO capacity ramp; branded generics portfolio; new plants lifting FY26 revenue"
"JKIPL","J Kumar Infraprojects Limited","Company builds metro rail lines, roads, flyovers, bridges and water works, mostly on government contracts. It earns money by executing these projects over several years.","Metro rail (elevated & underground, largest chunk of Rs 22,238 cr order book FY25); roads, flyovers, bridges; water & irrigation; FY25 revenue ~Rs 5,650+ cr","Construction materials (cement, steel, aggregates); subcontracting; equipment; employees; exact % data not found","India National Infrastructure Pipeline ~Rs 100+ lakh crore capex through 2025; metro expansion in 20+ cities (government estimates)","Metro rail order book; roads/flyovers execution; execution pace vs cement/steel costs"
"SAILIFE","Sai Life Sciences Limited","Company does contract research, development and manufacturing of medicines for global pharma and biotech clients from Hyderabad. It sells mostly to US and Europe customers.","CRDMO services: discovery chemistry, process R&D, API/intermediate cGMP manufacturing; FY24 revenue ~Rs 1,221 cr; H1 FY25 Rs 741 cr","Raw materials/chemicals and scientist-heavy employee costs dominate; exact % data not found","Global pharma CDMO/CRDMO market $100+ billion, high single-digit growth (industry estimate, exact figure data not found)","Commercial API/intermediate contracts; discovery & process R&D services; US/Europe client base"
"KRONOX","Kronox Lab Sciences Limited","Company makes high-purity specialty fine chemicals for medicines, biotech, agrochemicals and labs. It sells mostly to the US, UK, Australia and Europe.","High-purity fine chemicals; exports 70%+ of revenue (US, UK, Europe, Australia); FY24 annualised revenue ~Rs 90.25 cr","Raw materials dominate; exact % data not found","Global high-purity specialty fine chemicals market multi-billion USD (exact figure data not found)","High-purity pharma/biotech chemicals; export realisations (70%+ of revenue); operating leverage"
"NETWEB","Netweb Technologies India Limited","Company builds AI servers and workstations, supercomputing clusters, enterprise servers and storage for research labs, government and big Indian companies. It partners with NVIDIA, AMD and Intel.","AI systems Rs 169.4 cr FY25 (+112% YoY, ~14.8% of revenue, 62.3% by Q1 FY27); HPC clusters +54.6% FY25; enterprise servers, storage, services; FY25 revenue Rs 1,149 cr","Hardware/component procurement dominates (EBITDA margin 10-14%); exact % data not found","India AI server/HPC market billions of USD; global AI infrastructure spend hundreds of billions (brokerage estimates, exact figure data not found)","AI/GPU server sales; HPC clusters from government/defence orders; enterprise servers, storage & services"
"BLUEJET","Blue Jet Healthcare Limited","Company makes pharmaceutical intermediates, APIs and contrast media dyes used in CT and X-ray scans. It sells to global pharma and imaging companies.","Contrast media agents (iodinated & barium); pharmaceutical intermediates; APIs; FY25 revenue ~Rs 886 cr","Raw materials (iodine, barium compounds) and employee costs dominate; exact % data not found","Global contrast media market ~$5-6 billion, mid-to-high single-digit growth (industry estimate, exact figure data not found)","Contrast media niche (40%+ EBITDA margins); pharma intermediates & APIs volume growth; backward integration into iodine derivatives"
"OLAELEC","Ola Electric Mobility Limited","Company makes electric scooters and motorcycles and sells them directly through its own website and stores in India. It also builds battery cells and EV software in-house.","Electric two-wheelers (India only); FY25 revenue Rs 4,645 cr vs FY24 Rs 5,126 cr; battery cells (emerging)","Materials consumed Rs 3,600 cr FY25 (58% of Rs 6,253 cr total expenses); warranty provisions; employee & overheads","Indian electric 2W market: EVs low-teens share of ~16-17 million annual 2W sales (industry estimate, exact figure data not found)","Material/battery costs (biggest loss driver); scooter volumes and pricing (discounts cut FY25 revenue); warranty and service provisions"
